zipcode,timezone_id,rawoffset
00730,America/Puerto_Rico,-4.0
00731,America/Puerto_Rico,-4.0
00735,America/Puerto_Rico,-4.0
00736,America/Puerto_Rico,-4.0
00738,America/Puerto_Rico,-4.0
00739,America/Puerto_Rico,-4.0
00740,America/Puerto_Rico,-4.0
00741,America/Puerto_Rico,-4.0
00745,America/Puerto_Rico,-4.0
00751,America/Puerto_Rico,-4.0
00754,America/Puerto_Rico,-4.0
00757,America/Puerto_Rico,-4.0
00765,America/Puerto_Rico,-4.0
00766,America/Puerto_Rico,-4.0
00767,America/Puerto_Rico,-4.0
00769,America/Puerto_Rico,-4.0
00771,America/Puerto_Rico,-4.0
00772,America/Puerto_Rico,-4.0
00773,America/Puerto_Rico,-4.0
00775,America/Puerto_Rico,-4.0
00777,America/Puerto_Rico,-4.0
00778,America/Puerto_Rico,-4.0
00780,America/Puerto_Rico,-4.0
00782,America/Puerto_Rico,-4.0
00783,America/Puerto_Rico,-4.0
00784,America/Puerto_Rico,-4.0
00786,America/Puerto_Rico,-4.0
00791,America/Puerto_Rico,-4.0
00794,America/Puerto_Rico,-4.0
00795,America/Puerto_Rico,-4.0
00801,America/St_Thomas,-4.0
00802,America/St_Thomas,-4.0
00820,America/St_Thomas,-4.0
00823,America/St_Thomas,-4.0
00824,America/St_Thomas,-4.0
00830,America/St_Thomas,-4.0
00831,America/St_Thomas,-4.0
00840,America/St_Thomas,-4.0
00841,America/St_Thomas,-4.0
00850,America/St_Thomas,-4.0
00851,America/St_Thomas,-4.0
00901,America/Puerto_Rico,-4.0
00906,America/Puerto_Rico,-4.0
00907,America/Puerto_Rico,-4.0
00909,America/Puerto_Rico,-4.0
00911,America/Puerto_Rico,-4.0
00912,America/Puerto_Rico,-4.0
00913,America/Puerto_Rico,-4.0
00915,America/Puerto_Rico,-4.0
00917,America/Puerto_Rico,-4.0
00918,America/Puerto_Rico,-4.0
00920,America/Puerto_Rico,-4.0
00921,America/Puerto_Rico,-4.0
00923,America/Puerto_Rico,-4.0
00924,America/Puerto_Rico,-4.0
00925,America/Puerto_Rico,-4.0
00926,America/Puerto_Rico,-4.0
00927,America/Puerto_Rico,-4.0
00934,America/Puerto_Rico,-4.0
00936,America/Puerto_Rico,-4.0
00949,America/Puerto_Rico,-4.0
00950,America/Puerto_Rico,-4.0
00951,America/Puerto_Rico,-4.0
00952,America/Puerto_Rico,-4.0
00953,America/Puerto_Rico,-4.0
00956,America/Puerto_Rico,-4.0
00957,America/Puerto_Rico,-4.0
00959,America/Puerto_Rico,-4.0
00960,America/Puerto_Rico,-4.0
00961,America/Puerto_Rico,-4.0
00962,America/Puerto_Rico,-4.0
00965,America/Puerto_Rico,-4.0
00966,America/Puerto_Rico,-4.0
00968,America/Puerto_Rico,-4.0
00969,America/Puerto_Rico,-4.0
00971,America/Puerto_Rico,-4.0
00976,America/Puerto_Rico,-4.0
00979,America/Puerto_Rico,-4.0
00982,America/Puerto_Rico,-4.0
00983,America/Puerto_Rico,-4.0
00985,America/Puerto_Rico,-4.0
00987,America/Puerto_Rico,-4.0
01001,America/New_York,-5.0
01002,America/New_York,-5.0
01003,America/New_York,-5.0
01005,America/New_York,-5.0
01007,America/New_York,-5.0
01008,America/New_York,-5.0
01009,America/New_York,-5.0
01010,America/New_York,-5.0
01011,America/New_York,-5.0
01012,America/New_York,-5.0
01013,America/New_York,-5.0
01020,America/New_York,-5.0
01022,America/New_York,-5.0
01026,America/New_York,-5.0
01027,America/New_York,-5.0
01028,America/New_York,-5.0
01029,America/New_York,-5.0
01030,America/New_York,-5.0
01031,America/New_York,-5.0
01032,America/New_York,-5.0
01033,America/New_York,-5.0
01034,America/New_York,-5.0
01035,America/New_York,-5.0
01036,America/New_York,-5.0
01037,America/New_York,-5.0
01038,America/New_York,-5.0
01039,America/New_York,-5.0
01040,America/New_York,-5.0
01050,America/New_York,-5.0
01053,America/New_York,-5.0
01054,America/New_York,-5.0
01056,America/New_York,-5.0
01057,America/New_York,-5.0
01060,America/New_York,-5.0
01062,America/New_York,-5.0
01063,America/New_York,-5.0
01066,America/New_York,-5.0
01068,America/New_York,-5.0
01069,America/New_York,-5.0
01070,America/New_York,-5.0
01071,America/New_York,-5.0
01072,America/New_York,-5.0
01073,America/New_York,-5.0
01074,America/New_York,-5.0
01075,America/New_York,-5.0
01077,America/New_York,-5.0
01079,America/New_York,-5.0
01080,America/New_York,-5.0
01081,America/New_York,-5.0
01082,America/New_York,-5.0
01083,America/New_York,-5.0
01084,America/New_York,-5.0
01085,America/New_York,-5.0
01086,America/New_York,-5.0
01088,America/New_York,-5.0
01089,America/New_York,-5.0
01092,America/New_York,-5.0
01093,America/New_York,-5.0
01094,America/New_York,-5.0
01095,America/New_York,-5.0
01096,America/New_York,-5.0
01097,America/New_York,-5.0
01098,America/New_York,-5.0
01103,America/New_York,-5.0
01104,America/New_York,-5.0
01105,America/New_York,-5.0
01106,America/New_York,-5.0
01107,America/New_York,-5.0
01108,America/New_York,-5.0
01109,America/New_York,-5.0
01118,America/New_York,-5.0
01119,America/New_York,-5.0
01128,America/New_York,-5.0
01129,America/New_York,-5.0
01151,America/New_York,-5.0
01199,America/New_York,-5.0
01201,America/New_York,-5.0
01220,America/New_York,-5.0
01222,America/New_York,-5.0
01223,America/New_York,-5.0
01224,America/New_York,-5.0
01225,America/New_York,-5.0
01226,America/New_York,-5.0
01229,America/New_York,-5.0
01230,America/New_York,-5.0
01235,America/New_York,-5.0
01236,America/New_York,-5.0
01237,America/New_York,-5.0
01238,America/New_York,-5.0
01240,America/New_York,-5.0
01242,America/New_York,-5.0
01243,America/New_York,-5.0
01244,America/New_York,-5.0
01245,America/New_York,-5.0
01247,America/New_York,-5.0
01253,America/New_York,-5.0
01254,America/New_York,-5.0
01255,America/New_York,-5.0
01256,America/New_York,-5.0
01257,America/New_York,-5.0
01258,America/New_York,-5.0
01259,America/New_York,-5.0
01260,America/New_York,-5.0
01262,America/New_York,-5.0
01264,America/New_York,-5.0
01266,America/New_York,-5.0
01267,America/New_York,-5.0
01270,America/New_York,-5.0
01301,America/New_York,-5.0
01330,America/New_York,-5.0
01331,America/New_York,-5.0
01337,America/New_York,-5.0
01338,America/New_York,-5.0
01339,America/New_York,-5.0
01340,America/New_York,-5.0
01341,America/New_York,-5.0
01342,America/New_York,-5.0
01343,America/New_York,-5.0
01344,America/New_York,-5.0
01346,America/New_York,-5.0
01347,America/New_York,-5.0
01349,America/New_York,-5.0
01350,America/New_York,-5.0
01351,America/New_York,-5.0
01354,America/New_York,-5.0
01355,America/New_York,-5.0
01360,America/New_York,-5.0
01364,America/New_York,-5.0
01366,America/New_York,-5.0
01367,America/New_York,-5.0
01368,America/New_York,-5.0
01370,America/New_York,-5.0
01373,America/New_York,-5.0
01375,America/New_York,-5.0
01376,America/New_York,-5.0
01378,America/New_York,-5.0
01379,America/New_York,-5.0
01420,America/New_York,-5.0
01430,America/New_York,-5.0
01431,America/New_York,-5.0
01432,America/New_York,-5.0
01434,America/New_York,-5.0
01436,America/New_York,-5.0
01438,America/New_York,-5.0
01440,America/New_York,-5.0
01450,America/New_York,-5.0
01451,America/New_York,-5.0
01452,America/New_York,-5.0
01453,America/New_York,-5.0
01460,America/New_York,-5.0
01462,America/New_York,-5.0
01463,America/New_York,-5.0
01464,America/New_York,-5.0
01467,America/New_York,-5.0
01468,America/New_York,-5.0
01469,America/New_York,-5.0
01473,America/New_York,-5.0
01474,America/New_York,-5.0
01475,America/New_York,-5.0
01501,America/New_York,-5.0
01503,America/New_York,-5.0
01504,America/New_York,-5.0
01505,America/New_York,-5.0
01506,America/New_York,-5.0
01507,America/New_York,-5.0
01510,America/New_York,-5.0
01515,America/New_York,-5.0
01516,America/New_York,-5.0
01518,America/New_York,-5.0
01519,America/New_York,-5.0
01520,America/New_York,-5.0
01521,America/New_York,-5.0
01522,America/New_York,-5.0
01523,America/New_York,-5.0
01524,America/New_York,-5.0
01525,America/New_York,-5.0
01527,America/New_York,-5.0
01529,America/New_York,-5.0
01531,America/New_York,-5.0
01532,America/New_York,-5.0
01534,America/New_York,-5.0
01535,America/New_York,-5.0
01536,America/New_York,-5.0
01537,America/New_York,-5.0
01540,America/New_York,-5.0
01541,America/New_York,-5.0
01542,America/New_York,-5.0
01543,America/New_York,-5.0
01545,America/New_York,-5.0
01550,America/New_York,-5.0
01560,America/New_York,-5.0
01561,America/New_York,-5.0
01562,America/New_York,-5.0
01564,America/New_York,-5.0
01566,America/New_York,-5.0
01568,America/New_York,-5.0
01569,America/New_York,-5.0
01570,America/New_York,-5.0
01571,America/New_York,-5.0
01581,America/New_York,-5.0
01583,America/New_York,-5.0
01585,America/New_York,-5.0
01588,America/New_York,-5.0
01590,America/New_York,-5.0
01602,America/New_York,-5.0
01603,America/New_York,-5.0
01604,America/New_York,-5.0
01605,America/New_York,-5.0
01606,America/New_York,-5.0
01607,America/New_York,-5.0
01608,America/New_York,-5.0
01609,America/New_York,-5.0
01610,America/New_York,-5.0
01611,America/New_York,-5.0
01612,America/New_York,-5.0
01701,America/New_York,-5.0
01702,America/New_York,-5.0
01718,America/New_York,-5.0
01719,America/New_York,-5.0
01720,America/New_York,-5.0
01721,America/New_York,-5.0
01730,America/New_York,-5.0
01731,America/New_York,-5.0
01740,America/New_York,-5.0
01741,America/New_York,-5.0
01742,America/New_York,-5.0
01745,America/New_York,-5.0
01746,America/New_York,-5.0
01747,America/New_York,-5.0
01748,America/New_York,-5.0
01749,America/New_York,-5.0
01752,America/New_York,-5.0
01754,America/New_York,-5.0
01756,America/New_York,-5.0
01757,America/New_York,-5.0
01760,America/New_York,-5.0
01770,America/New_York,-5.0
01772,America/New_York,-5.0
01773,America/New_York,-5.0
01775,America/New_York,-5.0
01776,America/New_York,-5.0
01778,America/New_York,-5.0
01801,America/New_York,-5.0
01803,America/New_York,-5.0
01810,America/New_York,-5.0
01821,America/New_York,-5.0
01824,America/New_York,-5.0
01826,America/New_York,-5.0
01827,America/New_York,-5.0
01830,America/New_York,-5.0
01832,America/New_York,-5.0
01833,America/New_York,-5.0
01834,America/New_York,-5.0
01835,America/New_York,-5.0
01840,America/New_York,-5.0
01841,America/New_York,-5.0
01843,America/New_York,-5.0
01844,America/New_York,-5.0
01845,America/New_York,-5.0
01850,America/New_York,-5.0
01851,America/New_York,-5.0
01852,America/New_York,-5.0
01854,America/New_York,-5.0
01860,America/New_York,-5.0
01862,America/New_York,-5.0
01863,America/New_York,-5.0
01864,America/New_York,-5.0
01867,America/New_York,-5.0
01876,America/New_York,-5.0
01879,America/New_York,-5.0
01880,America/New_York,-5.0
01886,America/New_York,-5.0
01887,America/New_York,-5.0
01890,America/New_York,-5.0
01901,America/New_York,-5.0
01902,America/New_York,-5.0
01904,America/New_York,-5.0
01905,America/New_York,-5.0
01906,America/New_York,-5.0
01907,America/New_York,-5.0
01908,America/New_York,-5.0
01913,America/New_York,-5.0
01915,America/New_York,-5.0
01921,America/New_York,-5.0
01922,America/New_York,-5.0
01923,America/New_York,-5.0
01929,America/New_York,-5.0
01930,America/New_York,-5.0
01937,America/New_York,-5.0
01938,America/New_York,-5.0
01940,America/New_York,-5.0
01944,America/New_York,-5.0
01945,America/New_York,-5.0
01949,America/New_York,-5.0
01950,America/New_York,-5.0
01951,America/New_York,-5.0
01952,America/New_York,-5.0
01960,America/New_York,-5.0
01966,America/New_York,-5.0
01969,America/New_York,-5.0
01970,America/New_York,-5.0
01982,America/New_York,-5.0
01983,America/New_York,-5.0
01984,America/New_York,-5.0
01985,America/New_York,-5.0
02019,America/New_York,-5.0
02021,America/New_York,-5.0
02025,America/New_York,-5.0
02026,America/New_York,-5.0
02030,America/New_York,-5.0
02032,America/New_York,-5.0
02035,America/New_York,-5.0
02038,America/New_York,-5.0
02043,America/New_York,-5.0
02045,America/New_York,-5.0
02047,America/New_York,-5.0
02048,America/New_York,-5.0
02050,America/New_York,-5.0
02052,America/New_York,-5.0
02053,America/New_York,-5.0
02054,America/New_York,-5.0
02056,America/New_York,-5.0
02061,America/New_York,-5.0
02062,America/New_York,-5.0
02066,America/New_York,-5.0
02067,America/New_York,-5.0
02071,America/New_York,-5.0
02072,America/New_York,-5.0
02081,America/New_York,-5.0
02090,America/New_York,-5.0
02093,America/New_York,-5.0
02108,America/New_York,-5.0
02109,America/New_York,-5.0
02110,America/New_York,-5.0
02111,America/New_York,-5.0
02113,America/New_York,-5.0
02114,America/New_York,-5.0
02115,America/New_York,-5.0
02116,America/New_York,-5.0
02118,America/New_York,-5.0
02119,America/New_York,-5.0
02120,America/New_York,-5.0
02121,America/New_York,-5.0
02122,America/New_York,-5.0
02124,America/New_York,-5.0
02125,America/New_York,-5.0
02126,America/New_York,-5.0
02127,America/New_York,-5.0
02128,America/New_York,-5.0
02129,America/New_York,-5.0
02130,America/New_York,-5.0
02131,America/New_York,-5.0
02132,America/New_York,-5.0
02134,America/New_York,-5.0
02135,America/New_York,-5.0
02136,America/New_York,-5.0
02138,America/New_York,-5.0
02139,America/New_York,-5.0
02140,America/New_York,-5.0
02141,America/New_York,-5.0
02142,America/New_York,-5.0
02143,America/New_York,-5.0
02144,America/New_York,-5.0
02145,America/New_York,-5.0
02148,America/New_York,-5.0
02149,America/New_York,-5.0
02150,America/New_York,-5.0
02151,America/New_York,-5.0
02152,America/New_York,-5.0
02155,America/New_York,-5.0
02163,America/New_York,-5.0
02169,America/New_York,-5.0
02170,America/New_York,-5.0
02171,America/New_York,-5.0
02176,America/New_York,-5.0
02180,America/New_York,-5.0
02184,America/New_York,-5.0
02186,America/New_York,-5.0
02188,America/New_York,-5.0
02189,America/New_York,-5.0
02190,America/New_York,-5.0
02191,America/New_York,-5.0
02199,America/New_York,-5.0
02203,America/New_York,-5.0
02210,America/New_York,-5.0
02215,America/New_York,-5.0
02301,America/New_York,-5.0
02302,America/New_York,-5.0
02322,America/New_York,-5.0
02324,America/New_York,-5.0
02330,America/New_York,-5.0
02332,America/New_York,-5.0
02333,America/New_York,-5.0
02338,America/New_York,-5.0
02339,America/New_York,-5.0
02341,America/New_York,-5.0
02343,America/New_York,-5.0
02346,America/New_York,-5.0
02347,America/New_York,-5.0
02351,America/New_York,-5.0
02356,America/New_York,-5.0
02357,America/New_York,-5.0
02359,America/New_York,-5.0
02360,America/New_York,-5.0
02364,America/New_York,-5.0
02366,America/New_York,-5.0
02367,America/New_York,-5.0
02368,America/New_York,-5.0
02370,America/New_York,-5.0
02375,America/New_York,-5.0
02379,America/New_York,-5.0
02382,America/New_York,-5.0
02420,America/New_York,-5.0
02421,America/New_York,-5.0
02445,America/New_York,-5.0
02446,America/New_York,-5.0
02451,America/New_York,-5.0
02452,America/New_York,-5.0
02453,America/New_York,-5.0
02457,America/New_York,-5.0
02458,America/New_York,-5.0
02459,America/New_York,-5.0
02460,America/New_York,-5.0
02461,America/New_York,-5.0
02462,America/New_York,-5.0
02464,America/New_York,-5.0
02465,America/New_York,-5.0
02466,America/New_York,-5.0
02467,America/New_York,-5.0
02468,America/New_York,-5.0
02472,America/New_York,-5.0
02474,America/New_York,-5.0
02476,America/New_York,-5.0
02478,America/New_York,-5.0
02481,America/New_York,-5.0
02482,America/New_York,-5.0
02492,America/New_York,-5.0
02493,America/New_York,-5.0
02494,America/New_York,-5.0
02532,America/New_York,-5.0
02534,America/New_York,-5.0
02535,America/New_York,-5.0
02536,America/New_York,-5.0
02537,America/New_York,-5.0
02538,America/New_York,-5.0
02539,America/New_York,-5.0
02540,America/New_York,-5.0
02542,America/New_York,-5.0
02543,America/New_York,-5.0
02553,America/New_York,-5.0
02554,America/New_York,-5.0
02556,America/New_York,-5.0
02557,America/New_York,-5.0
02558,America/New_York,-5.0
02559,America/New_York,-5.0
02561,America/New_York,-5.0
02562,America/New_York,-5.0
02563,America/New_York,-5.0
02564,America/New_York,-5.0
02568,America/New_York,-5.0
02571,America/New_York,-5.0
02575,America/New_York,-5.0
02576,America/New_York,-5.0
02584,America/New_York,-5.0
02601,America/New_York,-5.0
02630,America/New_York,-5.0
02631,America/New_York,-5.0
02632,America/New_York,-5.0
02633,America/New_York,-5.0
02635,America/New_York,-5.0
02637,America/New_York,-5.0
02638,America/New_York,-5.0
02639,America/New_York,-5.0
02641,America/New_York,-5.0
02642,America/New_York,-5.0
02643,America/New_York,-5.0
02644,America/New_York,-5.0
02645,America/New_York,-5.0
02646,America/New_York,-5.0
02647,America/New_York,-5.0
02648,America/New_York,-5.0
02649,America/New_York,-5.0
02650,America/New_York,-5.0
02651,America/New_York,-5.0
02652,America/New_York,-5.0
02653,America/New_York,-5.0
02655,America/New_York,-5.0
02657,America/New_York,-5.0
02659,America/New_York,-5.0
02660,America/New_York,-5.0
02663,America/New_York,-5.0
02664,America/New_York,-5.0
02666,America/New_York,-5.0
02667,America/New_York,-5.0
02668,America/New_York,-5.0
02669,America/New_York,-5.0
02670,America/New_York,-5.0
02671,America/New_York,-5.0
02672,America/New_York,-5.0
02673,America/New_York,-5.0
02675,America/New_York,-5.0
02702,America/New_York,-5.0
02703,America/New_York,-5.0
02713,America/New_York,-5.0
02715,America/New_York,-5.0
02717,America/New_York,-5.0
02718,America/New_York,-5.0
02719,America/New_York,-5.0
02720,America/New_York,-5.0
02721,America/New_York,-5.0
02723,America/New_York,-5.0
02724,America/New_York,-5.0
02725,America/New_York,-5.0
02726,America/New_York,-5.0
02738,America/New_York,-5.0
02739,America/New_York,-5.0
02740,America/New_York,-5.0
02743,America/New_York,-5.0
02744,America/New_York,-5.0
02745,America/New_York,-5.0
02746,America/New_York,-5.0
02747,America/New_York,-5.0
02748,America/New_York,-5.0
02760,America/New_York,-5.0
02762,America/New_York,-5.0
02763,America/New_York,-5.0
02764,America/New_York,-5.0
02766,America/New_York,-5.0
02767,America/New_York,-5.0
02769,America/New_York,-5.0
02770,America/New_York,-5.0
02771,America/New_York,-5.0
02777,America/New_York,-5.0
02779,America/New_York,-5.0
02780,America/New_York,-5.0
02790,America/New_York,-5.0
02791,America/New_York,-5.0
02802,America/New_York,-5.0
02804,America/New_York,-5.0
02806,America/New_York,-5.0
02807,America/New_York,-5.0
02808,America/New_York,-5.0
02809,America/New_York,-5.0
02812,America/New_York,-5.0
02813,America/New_York,-5.0
02814,America/New_York,-5.0
02815,America/New_York,-5.0
02816,America/New_York,-5.0
02817,America/New_York,-5.0
02818,America/New_York,-5.0
02822,America/New_York,-5.0
02825,America/New_York,-5.0
02826,America/New_York,-5.0
02827,America/New_York,-5.0
02828,America/New_York,-5.0
02830,America/New_York,-5.0
02831,America/New_York,-5.0
02832,America/New_York,-5.0
02833,America/New_York,-5.0
02835,America/New_York,-5.0
02836,America/New_York,-5.0
02837,America/New_York,-5.0
02838,America/New_York,-5.0
02839,America/New_York,-5.0
02840,America/New_York,-5.0
02841,America/New_York,-5.0
02842,America/New_York,-5.0
02852,America/New_York,-5.0
02857,America/New_York,-5.0
02858,America/New_York,-5.0
02859,America/New_York,-5.0
02860,America/New_York,-5.0
02861,America/New_York,-5.0
02863,America/New_York,-5.0
02864,America/New_York,-5.0
02865,America/New_York,-5.0
02871,America/New_York,-5.0
02872,America/New_York,-5.0
02873,America/New_York,-5.0
02874,America/New_York,-5.0
02875,America/New_York,-5.0
02876,America/New_York,-5.0
02878,America/New_York,-5.0
02879,America/New_York,-5.0
02881,America/New_York,-5.0
02882,America/New_York,-5.0
02885,America/New_York,-5.0
02886,America/New_York,-5.0
02888,America/New_York,-5.0
02889,America/New_York,-5.0
02891,America/New_York,-5.0
02892,America/New_York,-5.0
02893,America/New_York,-5.0
02894,America/New_York,-5.0
02895,America/New_York,-5.0
02896,America/New_York,-5.0
02898,America/New_York,-5.0
02903,America/New_York,-5.0
02904,America/New_York,-5.0
02905,America/New_York,-5.0
02906,America/New_York,-5.0
02907,America/New_York,-5.0
02908,America/New_York,-5.0
02909,America/New_York,-5.0
02910,America/New_York,-5.0
02911,America/New_York,-5.0
02912,America/New_York,-5.0
02914,America/New_York,-5.0
02915,America/New_York,-5.0
02916,America/New_York,-5.0
02917,America/New_York,-5.0
02919,America/New_York,-5.0
02920,America/New_York,-5.0
02921,America/New_York,-5.0
03031,America/New_York,-5.0
03032,America/New_York,-5.0
03033,America/New_York,-5.0
03034,America/New_York,-5.0
03036,America/New_York,-5.0
03037,America/New_York,-5.0
03038,America/New_York,-5.0
03042,America/New_York,-5.0
03043,America/New_York,-5.0
03044,America/New_York,-5.0
03045,America/New_York,-5.0
03046,America/New_York,-5.0
03047,America/New_York,-5.0
03048,America/New_York,-5.0
03049,America/New_York,-5.0
03051,America/New_York,-5.0
03052,America/New_York,-5.0
03053,America/New_York,-5.0
03054,America/New_York,-5.0
03055,America/New_York,-5.0
03057,America/New_York,-5.0
03060,America/New_York,-5.0
03062,America/New_York,-5.0
03063,America/New_York,-5.0
03064,America/New_York,-5.0
03070,America/New_York,-5.0
03071,America/New_York,-5.0
03076,America/New_York,-5.0
03077,America/New_York,-5.0
03079,America/New_York,-5.0
03082,America/New_York,-5.0
03084,America/New_York,-5.0
03086,America/New_York,-5.0
03087,America/New_York,-5.0
03101,America/New_York,-5.0
03102,America/New_York,-5.0
03103,America/New_York,-5.0
03104,America/New_York,-5.0
03106,America/New_York,-5.0
03109,America/New_York,-5.0
03110,America/New_York,-5.0
03215,America/New_York,-5.0
03216,America/New_York,-5.0
03217,America/New_York,-5.0
03218,America/New_York,-5.0
03220,America/New_York,-5.0
03221,America/New_York,-5.0
03222,America/New_York,-5.0
03223,America/New_York,-5.0
03224,America/New_York,-5.0
03225,America/New_York,-5.0
03226,America/New_York,-5.0
03227,America/New_York,-5.0
03229,America/New_York,-5.0
03230,America/New_York,-5.0
03231,America/New_York,-5.0
03233,America/New_York,-5.0
03234,America/New_York,-5.0
03235,America/New_York,-5.0
03237,America/New_York,-5.0
03238,America/New_York,-5.0
03240,America/New_York,-5.0
03241,America/New_York,-5.0
03242,America/New_York,-5.0
03243,America/New_York,-5.0
03244,America/New_York,-5.0
03245,America/New_York,-5.0
03246,America/New_York,-5.0
03249,America/New_York,-5.0
03251,America/New_York,-5.0
03253,America/New_York,-5.0
03254,America/New_York,-5.0
03255,America/New_York,-5.0
03256,America/New_York,-5.0
03257,America/New_York,-5.0
03258,America/New_York,-5.0
03259,America/New_York,-5.0
03260,America/New_York,-5.0
03261,America/New_York,-5.0
03262,America/New_York,-5.0
03263,America/New_York,-5.0
03264,America/New_York,-5.0
03266,America/New_York,-5.0
03268,America/New_York,-5.0
03269,America/New_York,-5.0
03273,America/New_York,-5.0
03275,America/New_York,-5.0
03276,America/New_York,-5.0
03278,America/New_York,-5.0
03279,America/New_York,-5.0
03280,America/New_York,-5.0
03281,America/New_York,-5.0
03282,America/New_York,-5.0
03284,America/New_York,-5.0
03285,America/New_York,-5.0
03287,America/New_York,-5.0
03290,America/New_York,-5.0
03291,America/New_York,-5.0
03293,America/New_York,-5.0
03301,America/New_York,-5.0
03303,America/New_York,-5.0
03304,America/New_York,-5.0
03307,America/New_York,-5.0
03431,America/New_York,-5.0
03440,America/New_York,-5.0
03441,America/New_York,-5.0
03442,America/New_York,-5.0
03443,America/New_York,-5.0
03444,America/New_York,-5.0
03445,America/New_York,-5.0
03446,America/New_York,-5.0
03447,America/New_York,-5.0
03448,America/New_York,-5.0
03449,America/New_York,-5.0
03450,America/New_York,-5.0
03451,America/New_York,-5.0
03452,America/New_York,-5.0
03455,America/New_York,-5.0
03456,America/New_York,-5.0
03457,America/New_York,-5.0
03458,America/New_York,-5.0
03461,America/New_York,-5.0
03462,America/New_York,-5.0
03464,America/New_York,-5.0
03465,America/New_York,-5.0
03466,America/New_York,-5.0
03467,America/New_York,-5.0
03470,America/New_York,-5.0
03561,America/New_York,-5.0
03570,America/New_York,-5.0
03574,America/New_York,-5.0
03575,America/New_York,-5.0
03576,America/New_York,-5.0
03579,America/New_York,-5.0
03580,America/New_York,-5.0
03581,America/New_York,-5.0
03582,America/New_York,-5.0
03583,America/New_York,-5.0
03584,America/New_York,-5.0
03585,America/New_York,-5.0
03586,America/New_York,-5.0
03588,America/New_York,-5.0
03590,America/New_York,-5.0
03592,America/New_York,-5.0
03593,America/New_York,-5.0
03595,America/New_York,-5.0
03597,America/New_York,-5.0
03598,America/New_York,-5.0
03601,America/New_York,-5.0
03602,America/New_York,-5.0
03603,America/New_York,-5.0
03604,America/New_York,-5.0
03605,America/New_York,-5.0
03607,America/New_York,-5.0
03608,America/New_York,-5.0
03609,America/New_York,-5.0
03740,America/New_York,-5.0
03741,America/New_York,-5.0
03743,America/New_York,-5.0
03745,America/New_York,-5.0
03746,America/New_York,-5.0
03748,America/New_York,-5.0
03750,America/New_York,-5.0
03751,America/New_York,-5.0
03752,America/New_York,-5.0
03753,America/New_York,-5.0
03754,America/New_York,-5.0
03755,America/New_York,-5.0
03765,America/New_York,-5.0
03766,America/New_York,-5.0
03768,America/New_York,-5.0
03770,America/New_York,-5.0
03771,America/New_York,-5.0
03773,America/New_York,-5.0
03774,America/New_York,-5.0
03777,America/New_York,-5.0
03779,America/New_York,-5.0
03780,America/New_York,-5.0
03781,America/New_York,-5.0
03782,America/New_York,-5.0
03784,America/New_York,-5.0
03785,America/New_York,-5.0
03801,America/New_York,-5.0
03809,America/New_York,-5.0
03810,America/New_York,-5.0
03811,America/New_York,-5.0
03812,America/New_York,-5.0
03813,America/New_York,-5.0
03814,America/New_York,-5.0
03816,America/New_York,-5.0
03817,America/New_York,-5.0
03818,America/New_York,-5.0
